review_id,username,star_rating,date,review_content,thumbsup,device,app_version,sentiment_label,sentiment_score
37ced158-8ab4-47d7-837f-a0aee213fd8c,Jereld Camphor,5,2020-08-23,"It is an excellent app. It provides a practical learning path, through test-taking. I have completed the quiz-test. I now have a deeper understanding of html5 semantic tags and of how audios and videos are embedded in html. And, at the end, I was awarded a certificate in respect of successfully completing all the quizes. Thank you so much. J.",79,Phone,1.3.4,positive,0.9988881945610046
1c03e4e9-c29a-4bdb-aa0e-1360b63842c7,Harrison H,5,2020-10-30,"So far I like the app a lot. It may not look as good as other apps, but the way they present information is easy to understand, easy to navigate, and detailed. To me, it feels more straightforward. I was using SoloLearn, which I do like, but the way the lessons were laid out was very confusing, jumping back and forth between concepts and not explaining other concepts well. The only thing I would suggest to improve this app is some kind of community that's accessible directly in the app.",130,Phone,1.3.7,positive,0.9989294409751892
27722653-2923-409c-844a-73cfad4e6271,Julio Lh,4,2024-12-06,"A great resource for learning HTML or brushing up your knowledge, with brief and clear explanations and practical exercises. It would be even better if the app was updated to include more recent features and best practices.",,Phone,1.4.4,positive,0.9987412095069884
f1fc09c7-b3c1-46fa-833b-ba07d2f67eb6,Cecile Perret,5,2020-10-19,"I really like this app and its partner apps (css and javascript). For me, I like to learn and read and test things out. The apps explains information really well while providing code with its output as well as the opportunity to edit the code and visualize the new output. This is very useful. Of course learning requires some extra effort beyond passive reading, but coupled with note taking and expanding on the definitions online if needed can really yield long-term learning effects.",40,Phone,1.3.7,positive,0.99893456697464
c06a6a0b-0a83-427c-bf67-6b981a4b8589,Cathy Furman,4,2023-02-19,"App works well, some bugs here and there with the ""try it yourself"", but it doesnt break the learning for me. The questions are mostly a bit too easy in the quizes, maybe a few interactive questions would be nice. Overall the info and explanations are good and straight forward.",17,Phone,1.4.4,positive,0.9989149570465088
00269028-b70d-495b-a305-aaf9fff4b7f2,Daniel Dolan,5,2020-05-20,"Very easy and simple way of learning HTML5. Fantastic as a previous Web dev who's been out of the field for quite a number of years. Great way for beginners and returning developers to learn/re-learn html, CSS and Java.",18,Phone,1.3.2,positive,0.998909592628479
11188ed8-d2f5-425b-9858-9f8c14e9f936,Diego Schelling,5,2020-12-31,"Great experience with this app. I have pretty much 0 experience with any sort of coding. It is user friendly and super easy to understand. Before you move on to Javascript, start with HTML and CSS.",29,Phone,1.3.9,positive,0.998900294303894
feac7953-604d-4e66-9c7a-9f9eeecbce6d,A Google User,5,2020-04-27,So far this app has been excellent in teaching the essentials of html- I am using it to revise what I'd learnt way back. I like the way it frequently uses the try it yourself editor and has short quizzes to test your knowledge as you go. Definitely worth the money and is great not to have any annoying ads.,2,Phone,nan,positive,0.99893718957901
b75793d6-a299-4584-bb2c-893ba5a3c031,Sirena E,5,2022-11-24,Great app and I learned even more about html than I knew before. I would like to suggest if we could have the option to choose a different font when I get my certificate. Other than that everything about this app is great ! Highly recommend.,2,Phone,1.4.4,positive,0.9989113807678224
a335760e-4287-40fc-a775-c856caa8e5e4,Augusto Pietroski,5,2020-05-06,"The most addictive programming learning app of all times!! It's simple but very direct and straight to the point. I have already bought all this developer's programming learning app and I cannot wait for the next ones still!! Which one will it be? PHP, Python, SQL, Java, Kotlin...?",9,Phone,1.3.2,positive,0.998853325843811
cebb35e6-929d-4823-93e9-6fb8ed2a8579,Mckinley Abiera,5,2021-09-03,It's very nice app that's really helps users to learn a lot about creating their own website. It explained well every single details. You just have to focus in order to help yourself. I would recommend this app to everyone that wants to learn about html.,17,Phone,1.4.1,positive,0.9989258646965028
146026a3-59a8-4af1-99de-abb0d2ef66a0,Sl Guitar Lessons,5,2022-07-16,So far great. One should know mobile browser experience is way different than a pc or a Mac though (or a Linux machine if that's your thing) I guess you will miss everything that's intended for the mouse when it comes to examples,7,Phone,1.4.2,positive,0.9973992109298706
83340411-4553-4b6b-b217-bf78a2f0772e,Michael “Lonewulf3457” Barske,5,2023-01-16,A wealth of knowledge at either no cost or an extremely affordable cost. The creator of this is a gift to anyone who wants to learn some basic coding. Makes 'dipping your toes in' easily possible. Currently happily cruising my way past 25% completed in spare time between working my 10 hour shifts and raising my newborn.,2,Phone,1.4.4,positive,0.9988640546798706
b2d412ea-7fdd-4c09-9c78-0313713d0f29,Oluwaseun Ogunmade,5,2020-10-03,This app is incredible and very informative. I love that the modules are lined up with a quiz at the end of each module/lesson. 👍,7,Phone,1.3.7,positive,0.9989112615585328
addcedea-ba98-4723-8c7c-67ad4c0e3648,Sunita Ekbote,5,2021-02-13,Everything you need to start and get clarity on. Just go thru everything and start implementing. Very well organized material.,15,Phone,1.3.9,positive,0.998891532421112
dbb43968-2b24-4936-a876-46f259ebef9b,Terrell Grissett,5,2022-02-18,I feel like it's definitely helping my learning process. The quizzes are good in retaining information. Everything I was looking for in the app.,7,Phone,1.4.1,positive,0.9989117383956908
fd147937-ab6b-4236-b7de-7fe94c8a9394,Onur Aydemir,5,2023-03-30,"I bought that app to make it a sidekick for an udemy html&css course. At final I've learned more by the app than course, and paid 1/4 of it. Great app thanks. I'll definitely consider to buy css and js apps too.",1,Phone,1.4.4,positive,0.9988297820091248
e6f04f84-c0e2-465a-a753-9a1ac6ab540c,Kerry,1,2021-12-11,"Cannot upload data from ""free"" version, because once the app is purchased that option is removed. Cannot use this app at all even after paying.",8,Phone,nan,negative,0.9995067119598388
145004d3-bf7e-4774-9a0e-edb25a5e0f86,A Google User,5,2020-01-31,Edit: completed this course and using it still to reference my Udemy html and css course 38% in I decided to upgrade the $4 pro version to support the dev. Nice and easy html learning,7,Phone,1.2.6,positive,0.9988456964492798
c9863226-b0b4-42ad-bcbb-c41e50f3cab5,Ananda Lal Tongchangya,5,2023-03-24,I had a great time ever with the free version app due to that I just started the pro version.....let's hope it must be super exciting for learning HTML coding,1,Phone,1.4.4,positive,0.9985254406929016
3885a94a-c68a-47cc-970f-5a8a34128e64,A Google User,5,2018-12-30,Best app to learn HTML. I love the Try It Yourself functionality a lot and the quizzes are fun.,9,Phone,1.0.3,positive,0.9988896250724792
79e14414-f0e6-4b93-90d4-5680823cdfd8,Gregorio De Moraes,5,2023-03-29,"I watched 100 tutorial videos, but this app is responsible for inserting HTML in my head. Thank you so much.",,Phone,1.4.4,positive,0.9986775517463684
7b2760b4-efe4-499b-8d08-e1c1fc6adc9a,Masudi Ismael,5,2021-02-21,I had problem setting it up before. But control team assised me. Now I am enjoying the app. Fruitful easy to understand,9,Phone,1.3.9,positive,0.9989235997200012
35535390-f184-4a37-b615-ec012dd81917,Gareth Andrew Wood,5,2024-05-21,"This is excellent, really love it. Clear and easy to understand learning.",,Phone,1.4.4,positive,0.9989362359046936
